,Player_Id,Player_Name,No_of_Matches,Bat,Bowl,is_bowler,T_Score,T_Score1,Bat1,T_Score2,Bat2,MPlayed_2007,Team_2008,MPlayed_2008,Team_2009,MPlayed_2009,Team_2010,MPlayed_2010,Team_2011,MPlayed_2011,Team_2012,MPlayed_2012,Team_2013,MPlayed_2013,Team_2014,MPlayed_2014,Team_2015,MPlayed_2015,Team_2016,MPlayed_2016,Team_2017,MPlayed_2017,Team_2018,MPlayed_2018,Team_2019
385,386,Imran Tahir,32,25,734,1,18,7,8,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,16,6,20,12,26,3,26,3
386,387,BE Hendricks,7,3,157,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,7,0,7,0,4,0,4,0
387,388,S Gopal,6,27,116,1,14,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,5,7,6,0,2,5,2,5
388,389,M de Lange,5,2,116,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,7,4,7,2,0,2,0,1,0,1,0
389,390,R Tewatia,7,24,128,1,35,19,11,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,4,0,4,4,4,6,4,6
390,391,JO Holder,11,32,228,1,38,32,24,6,8,0,0,0,0,0,0,0,0,0,0,0,3,6,11,7,0,7,1,5,0,4,0,4,0
391,392,Karanveer Singh,9,17,213,1,12,0,0,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,9,0,9,0,4,0,4,0
392,393,SS Iyer,32,655,0,0,807,384,318,423,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,6,20,6,32,6,32,6
393,394,DJ Hooda,36,277,201,0,373,173,131,200,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,11,28,11,36,11,36,11
394,395,Anureet Singh,19,43,406,1,33,8,4,25,39,0,0,0,1,2,0,2,0,2,0,0,0,0,0,0,4,14,4,16,4,17,5,17,0
395,396,KS Williamson,15,325,6,0,411,363,276,48,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,11,8,11,15,11,15,11
396,397,SA Abbott,2,13,32,1,15,14,9,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,2,0
397,398,J Suchith,14,33,253,1,48,10,8,38,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,7,14,0,14,0,14,0
398,399,RG More,2,2,37,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,2,0,2,0
399,400,HH Pandya,38,306,375,1,406,216,173,190,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,21,7,38,7,38,7
400,401,D Wiese,15,94,289,1,127,28,21,99,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,2,15,0,15,0,15,0
401,402,SN Khan,12,103,0,0,177,154,82,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,12,0,12,2,12,4
402,403,MJ McClenaghan,40,45,982,1,63,10,9,53,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,7,26,7,40,7,40,7
403,404,DJ Muthuswami,6,3,84,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,0,6,0,6,0
404,405,PJ Cummins,16,56,379,1,77,26,17,51,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,4,6,15,0,15,0
405,406,SN Thakur,13,9,259,1,7,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,12,13,3,13,3
406,407,JC Buttler,24,374,0,0,528,177,140,350,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,7,24,5,24,5
407,408,CR Brathwaite,10,56,181,1,95,61,26,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,10,11,10,1
408,409,MP Stoinis,12,136,209,1,163,129,111,34,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,12,4,12,2
409,410,Ishan Kishan,16,255,0,0,319,193,159,126,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,13,16,7,16,7
410,411,C Munro,4,31,12,0,30,14,14,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,6,4,6
411,412,P Sahu,5,13,107,1,19,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,5,0
412,413,KH Pandya,25,313,440,1,480,245,158,235,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,7,25,7,25,7
413,414,AD Nath,4,28,0,0,20,5,10,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,13,4,4,4,2
414,415,MJ Guptill,10,143,0,0,189,116,105,73,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,10,0,10,11
415,416,KJ Abbott,5,8,102,1,13,13,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,5,0
416,417,TM Head,10,151,48,0,205,167,115,38,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,10,0,10,0
417,418,M Ashwin,10,1,176,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,10,2,10,4
418,419,NS Naik,2,33,0,0,23,22,30,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,2,1
419,420,RR Pant,24,381,0,0,564,140,104,424,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,6,24,6,24,6
420,421,SW Billings,11,173,0,0,226,182,136,44,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,11,3,11,3
421,422,KC Cariappa,10,18,211,1,15,1,3,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,4,10,0,10,0
422,423,PSP Handscomb,1,12,0,0,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,1,0
423,424,Swapnil Singh,5,20,61,1,12,12,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,5,0,5,0
424,425,J Yadav,11,12,183,1,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,9,6,11,0,11,6
425,426,UT Khawaja,6,105,0,0,127,37,23,90,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,6,0,6,0
426,427,HM Amla,16,418,0,0,577,426,286,151,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,16,0,16,0
427,428,F Behardien,3,13,0,0,14,5,5,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,3,0
428,429,BB Sran,16,4,345,1,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,11,15,11,16,4,16,7
429,430,A Zampa,11,8,225,1,5,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,12,11,0,11,0
430,431,N Rana,17,355,6,0,437,146,117,291,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,17,1,17,1
431,432,S Kaushik,10,1,210,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,13,10,0,10,0
432,433,ER Dwivedi,3,15,0,0,24,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,3,0,3,0
433,434,CJ Jordan,10,5,188,1,3,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11,10,11,10,0
434,435,P Amarnath,6,0,132,1,0,0,0,0,0,0,3,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,436,B Geeves,2,0,49,1,0,0,0,0,0,0,6,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,437,Gagandeep Singh,4,0,84,1,0,0,0,0,0,0,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,438,A Nel,1,0,18,1,0,0,0,0,0,0,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,439,AM Salvi,7,0,156,1,0,0,0,0,0,0,0,0,6,5,0,5,6,7,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
439,440,RR Bose,1,0,12,1,0,0,0,0,0,0,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,441,SS Sarkar,2,0,25,1,0,0,0,0,0,0,0,0,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,442,RA Shaikh,1,0,6,1,0,0,0,0,0,0,0,0,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,443,C Ganapathy,1,0,6,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
443,444,MB Parmar,1,0,19,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
444,445,AA Kazi,1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
445,446,Anand Rajan,8,0,162,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,8,6,11,8,0,6,0,2,0,0,0,0,0,0,0
446,447,P Prasanth,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
447,448,SS Mundhe,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
448,449,RW Price,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
449,450,TP Sudhindra,3,0,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,3,0,0,0,0,0,0,0,0,0
450,451,BW Hilfenhaus,17,0,390,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,9,3,17,0,8,0,8,0,0,0,0,0
451,452,S Badree,12,25,263,1,13,3,3,10,22,0,0,0,0,0,0,0,0,0,0,0,5,1,3,5,0,5,0,4,2,7,0,7,0
452,453,P Suyal,5,0,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,7,2,7,5,0,4,0,3,0,3,0
453,454,MG Neser,1,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0
454,455,V Shankar,7,77,6,0,101,23,20,78,57,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,3,11,6,6,6,11
455,456,K Santokie,2,0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,2,0,2,0,0,0,0,0
456,457,JW Hastings,3,0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,3,0,2,0,2,0
457,458,TA Boult,14,8,355,1,5,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,11,8,1,14,6,14,6
458,459,GS Sandhu,2,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,0,2,0,2,0
459,460,Mustafizur Rahman,17,0,393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,11,17,7,17,0
460,461,AF Milne,5,12,115,1,7,0,1,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,0,5,7
461,462,Kuldeep Yadav,15,22,324,1,20,4,7,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,15,1,15,1
462,463,T Shamsi,4,0,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4,0,4,0
463,464,SM Boland,2,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,2,0,2,0
464,465,DL Chahar,5,6,77,1,14,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,12,5,3,5,3
465,468,KH Devdhar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
466,469,T Mishra,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
467,470,A Choudhary,5,20,108,1,25,15,12,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,5,0
468,471,AJ Tye,6,30,128,1,53,25,12,28,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,4,6,4
469,472,Ankit Soni,6,9,112,1,7,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,6,0
470,473,AR Bawne,1,12,0,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0
471,474,Avesh Khan,1,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,1,6
472,475,B Stanlake,2,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,2,11
473,476,BA Stokes,12,227,274,1,316,133,93,183,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,5,12,5
474,477,Basil Thampi,12,30,278,1,28,17,17,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,11,12,11
475,478,C de Grandhomme,12,92,102,1,126,36,24,90,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,12,2
476,479,CR Woakes,13,47,278,1,46,29,33,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,13,0
477,480,DM Bravo,1,5,0,0,6,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
478,481,JJ Roy,3,41,0,0,59,59,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,6,3,0
479,482,K Rabada,6,68,137,1,55,11,21,44,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,6
480,483,LH Ferguson,4,1,87,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,4,0
481,484,MJ Henry,2,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0
482,485,Mohammad Nabi,3,3,66,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,11,3,11
483,486,Mohammed Siraj,6,0,141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,2,6,2
484,487,NB Singh,2,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,2,6
485,488,RA Tripathi,14,275,6,0,391,185,132,206,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,5,14,5
486,489,Rashid Khan,14,9,328,1,11,8,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,11,14,11
487,490,RD Chahar,2,2,46,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,2,7
488,491,SP Jackson,3,31,0,0,38,10,9,28,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0
489,492,SS Agarwal,1,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1,0
490,493,T Natarajan,6,0,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,6,11
491,494,Tejas Baroka,1,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1,0
492,495,TS Mills,5,11,111,1,8,0,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,5,0
493,496,Vishnu Vinod,3,26,0,0,19,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0
494,497,Washington Sundar,10,12,182,1,9,3,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,2,10,2
495,498,L Ngidi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
496,499,Mujeeb Ur Rahman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
497,500,Shubman Gill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
498,501,S Lamichhane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
499,502,Abhishek Sharma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
500,503,PP Shaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
501,504,E Lewis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
502,505,M Prasidh Krishna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
503,506,M Markande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
504,507,KM Asif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
505,508,TK Curran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
506,509,DJM Short,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
507,510,AD Hales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
508,511,P Chopra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
509,512,DR Shorey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
510,513,JC Archer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
511,514,IS Sodhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
512,515,H Klaasen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2
513,516,RK Bhui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11
514,517,CJ Dala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
515,518,MK Lomror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
516,519,KK Ahmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11
517,520,DJ Willey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
518,521,A Dananjaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
519,522,MM Ali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
520,523,K Khejroliya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
521,524,JPR Scantlebury-Sear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
522,525,MA Wood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
523,526,RK Singh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
524,527,K Gowtham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
525,528,LE Plunkett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
526,529,Shivam Mavi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
